Area of expertise,Region,Category,Organisation type,Experience,Job title,Salary Minimum,Salary Typical,Salary Maximum,
Mедицинское оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Директор по продажам ,270000,350000,450000,
Лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Директор по продажам ,250000,300000,400000,
Лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Директор по продажам ,270000,350000,450000,
Mедицинское оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,1-4 года,Директор по продажам ,200000,230000,250000,
Mедицинское оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Директор по продажам ,200000,230000,250000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,1-4 года,Директор по продажам ,200000,250000,300000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Директор по продажам ,200000,250000,300000,
Mедицинское оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Директор по продажам ,170000,200000,250000,
Mедицинское оборудование,Москва и МО,Продажи,Российская компания - производитель ,более 4х лет,Директор по продажам ,170000,200000,250000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Директор по продажам ,170000,200000,250000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,более 4х лет,Директор по продажам ,170000,200000,250000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Международная компания - производитель ,1-4 года,Директор по продажам ,250000,370000,400000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Международная компания - производитель ,более 4х лет,Директор по продажам ,250000,350000,450000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Международная компания - производитель ,1-4 года,Директор по продажам ,250000,370000,400000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Международная компания - производитель ,более 4х лет,Директор по продажам ,250000,350000,450000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Российская компания - дистрибьютор  ,1-4 года,Директор по продажам ,200000,230000,250000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Директор по продажам ,200000,230000,250000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Российская компания - дистрибьютор  ,1-4 года,Директор по продажам ,200000,230000,250000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Директор по продажам ,200000,230000,250000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Российская компания - производитель ,1-4 года,Директор по продажам ,180000,200000,230000,
Mедицинское оборудование,Санкт-Петербург ,Продажи,Российская компания - производитель ,более 4х лет,Директор по продажам ,190000,200000,220000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Российская компания - производитель ,1-4 года,Директор по продажам ,180000,200000,230000,
Лабораторное оборудование,Санкт-Петербург ,Продажи,Российская компания - производитель ,более 4х лет,Директор по продажам ,190000,200000,220000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Коммерческий менеджер ,150000,180000,250000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Коммерческий менеджер ,120000,150000,180000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,1-4 года,Менеджер по продукции ,110000,130000,150000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,более 4х лет,Менеджер по продукции ,180000,200000,250000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,1-4 года,Менеджер по продукции ,100000,130000,160000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,более 4х лет,Менеджер по продукции ,100000,130000,160000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Менеджер по работе с клиентами ,130000,140000,180000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,150000,170000,200000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,1-4 года,Менеджер по работе с клиентами ,80000,120000,120000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Менеджер по работе с клиентами ,100000,130000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Менеджер по работе с клиентами ,80000,110000,120000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,100000,130000,150000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Международная компания - производитель ,1-4 года,Менеджер по работе с клиентами ,80000,100000,110000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Международная компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,100000,130000,150000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - дистрибьютор  ,1-4 года,Менеджер по работе с клиентами ,60000,80000,100000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Менеджер по работе с клиентами ,90000,110000,120000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - производитель ,1-4 года,Менеджер по работе с клиентами ,70000,100000,120000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,90000,110000,130000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Международная компания - производитель ,1-4 года,Менеджер по работе с клиентами ,90000,120000,130000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Международная компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,100000,130000,140000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - дистрибьютор  ,1-4 года,Менеджер по работе с клиентами ,60000,80000,90000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - дистрибьютор  ,более 4х лет,Менеджер по работе с клиентами ,80000,100000,110000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - производитель ,1-4 года,Менеджер по работе с клиентами ,60000,90000,100000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,80000,100000,120000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Международная компания - производитель ,1-4 года,Менеджер по работе с клиентами ,120000,130000,160000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Международная компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,120000,140000,180000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - дистрибьютор  ,1-4 года,Менеджер по работе с клиентами ,80000,110000,120000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - дистрибьютор  ,более 4х лет,Менеджер по работе с клиентами ,80000,110000,120000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - производитель ,1-4 года,Менеджер по работе с клиентами ,80000,110000,120000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - производитель ,более 4х лет,Менеджер по работе с клиентами ,80000,110000,120000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Менеджер по работе с дистрибьюторами,200000,250000,300000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Менеджер по работе с дистрибьюторами,250000,300000,350000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,1-4 года,Руководитель команды менеджеров по продукту,170000,200000,250000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,более 4х лет,Руководитель команды менеджеров по продукту,250000,270000,320000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,1-4 года,Руководитель команды менеджеров по продукту,150000,160000,200000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,более 4х лет,Руководитель команды менеджеров по продукту,150000,160000,200000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,1-4 года,Менеджер по управлению маркетингом,100000,120000,150000,
Mедицинское оборудование,Москва и МО,Маркетинг,Международная компания - производитель ,более 4х лет,Менеджер по управлению маркетингом,150000,150000,170000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,1-4 года,Менеджер по управлению маркетингом,800000,100000,130000,
Mедицинское оборудование,Москва и МО,Маркетинг,Российская компания - производитель ,более 4х лет,Менеджер по управлению маркетингом,120000,150000,140000,
Mедицинское оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Руководитель подразделения ,300000,350000,400000,
Mедицинское оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Руководитель подразделения ,400000,500000,650000,
Лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Руководитель подразделения ,350000,450000,500000,
Лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Руководитель подразделения ,350000,500000,700000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,1-4 года,Руководитель подразделения ,250000,300000,350000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Руководитель подразделения ,250000,350000,400000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Руководитель подразделения ,180000,200000,230000,
Лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,более 4х лет,Руководитель подразделения ,190000,200000,220000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Руководитель службы по применению оборудования ,150000,150000,220000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Руководитель службы по применению оборудования ,150000,170000,220000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Руководитель службы по применению оборудования ,130000,130000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Руководитель службы по применению оборудования ,130000,130000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Руководитель службы по применению оборудования ,150000,150000,180000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Руководитель службы по применению оборудования ,150000,170000,200000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Сервисный инженер ,90000,100000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Сервисный инженер ,100000,120000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Сервисный инженер ,50000,60000,80000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Сервисный инженер ,80000,100000,110000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Сервисный инженер ,90000,100000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Сервисный инженер ,100000,120000,150000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Международная компания - производитель ,1-4 года,Сервисный инженер ,80000,100000,110000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Сервисный инженер ,80000,100000,130000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Сервисный инженер ,30000,40000,50000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Сервисный инженер ,50000,80000,90000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - производитель ,1-4 года,Сервисный инженер ,30000,50000,70000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Сервисный инженер ,70000,80000,90000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Международная компания - производитель ,1-4 года,Сервисный инженер ,70000,80000,90000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Международная компания - производитель ,более 4х лет,Сервисный инженер ,80000,100000,110000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Сервисный инженер ,50000,60000,80000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Сервисный инженер ,50000,70000,80000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Российская компания - производитель ,1-4 года,Сервисный инженер ,70000,80000,90000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО ",Клиническая поддержка,Российская компания - производитель ,более 4х лет,Сервисный инженер ,80000,100000,110000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Специалист по применению оборудования ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Специалист по применению оборудования ,100000,120000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Специалист по применению оборудования ,80000,90000,110000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Специалист по применению оборудования ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Специалист по применению оборудования ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Специалист по применению оборудования ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Международная компания - производитель ,1-4 года,Специалист по применению оборудования ,70000,90000,110000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Специалист по применению оборудования ,100000,120000,130000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Специалист по применению оборудования ,30000,40000,50000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Специалист по применению оборудования ,50000,80000,90000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - производитель ,1-4 года,Специалист по применению оборудования ,40000,60000,80000,
Mедицинское и лабораторное оборудование,Санкт-Петербург ,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Специалист по применению оборудования ,50000,80000,90000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,1-4 года,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Международная компания - производитель ,более 4х лет,Специалист по продукту  ,100000,130000,150000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,1-4 года,Специалист по продукту  ,80000,90000,110000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,1-4 года,Специалист по продукту  ,80000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Продажи,Российская компания - производитель ,более 4х лет,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Международная компания - производитель ,1-4 года,Специалист по продукту  ,80000,100000,110000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Международная компания - производитель ,более 4х лет,Специалист по продукту  ,100000,130000,150000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - дистрибьютор  ,1-4 года,Специалист по продукту  ,60000,80000,100000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - дистрибьютор  ,более 4х лет,Специалист по продукту  ,90000,110000,120000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - производитель ,1-4 года,Специалист по продукту  ,60000,110000,120000,
Mедицинское и лабораторное оборудование,Санкт-Петербург,Продажи,Российская компания - производитель ,более 4х лет,Специалист по продукту  ,90000,110000,130000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Международная компания - производитель ,1-4 года,Специалист по продукту  ,90000,120000,130000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Международная компания - производитель ,более 4х лет,Специалист по продукту  ,100000,130000,140000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - дистрибьютор  ,1-4 года,Специалист по продукту  ,60000,80000,90000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - дистрибьютор  ,более 4х лет,Специалист по продукту  ,80000,100000,110000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - производитель ,1-4 года,Специалист по продукту  ,60000,90000,100000,
Mедицинское и лабораторное оборудование,"Северо-Западный ФО, исключая Санкт-Петербург ",Продажи,Российская компания - производитель ,более 4х лет,Специалист по продукту  ,80000,100000,120000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Международная компания - производитель ,1-4 года,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Международная компания - производитель ,более 4х лет,Специалист по продукту  ,110000,130000,150000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - дистрибьютор  ,1-4 года,Специалист по продукту  ,80000,90000,110000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - дистрибьютор  ,более 4х лет,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - производитель ,1-4 года,Специалист по продукту  ,60000,110000,130000,
Mедицинское и лабораторное оборудование,"Центральный ФО, исключая Москву и МО",Продажи,Российская компания - производитель ,более 4х лет,Специалист по продукту  ,100000,110000,130000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Специалист по работе с клиентами ,60000,70000,100000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Специалист по работе с клиентами ,80000,100000,120000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Специалист по работе с клиентами ,50000,70000,100000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Специалист по работе с клиентами ,70000,90000,120000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Специалист по работе с клиентами ,50000,70000,100000,
Mедицинское и лабораторное оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Специалист по работе с клиентами ,70000,90000,120000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Региональный менеджер,200000,215000,230000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Региональный менеджер,220000,270000,320000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Региональный менеджер,140000,160000,180000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Региональный менеджер,160000,180000,200000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Региональный менеджер,140000,170000,200000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Региональный менеджер,160000,190000,220000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Международная компания - производитель ,1-4 года,Региональный менеджер,180000,190000,220000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Региональный менеджер,220000,250000,280000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Региональный менеджер,130000,150000,170000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Региональный менеджер,160000,180000,190000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Российская компания - производитель ,1-4 года,Региональный менеджер,120000,140000,170000,
Медицинское оборудование,Санкт-Петербург,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Региональный менеджер,140000,150000,160000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Национальный менеджер,250000,285000,320000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Национальный менеджер,300000,350000,400000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Национальный менеджер,150000,200000,250000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Национальный менеджер,170000,220000,270000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,1-4 года,Национальный менеджер,200000,250000,300000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - производитель ,более 4х лет,Национальный менеджер,250000,300000,350000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,1-4 года,Руководитель сервисного отдела,200000,200000,280000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Международная компания - производитель ,более 4х лет,Руководитель сервисного отдела,280000,320000,380000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,1-4 года,Руководитель сервисного отдела,140000,160000,200000,
Медицинское оборудование,Москва и МО,Клиническая поддержка,Российская компания - дистрибьютор  ,более 4х лет,Руководитель сервисного отдела,150000,180000,220000,
